step,total_loss,likelihood_loss,frequency_loss,learning_rate
0,3.4453125,3.4453125,0.0,0.0001
1,2.931640625,2.931640625,0.0,0.0001
2,3.580078125,3.580078125,0.0,0.0001
3,2.890625,2.890625,0.0,0.0001
4,3.16015625,3.16015625,0.0,0.0001
5,3.32421875,3.32421875,0.0,0.0001
6,3.6796875,3.6796875,0.0,0.0001
7,3.00390625,3.00390625,0.0,0.0001
8,2.732421875,2.732421875,0.0,0.0001
9,3.568359375,3.568359375,0.0,0.0001
10,3.169921875,3.169921875,0.0,0.0001
11,2.603515625,2.603515625,0.0,0.0001
12,3.53125,3.53125,0.0,0.0001
13,2.876953125,2.876953125,0.0,0.0001
14,2.796875,2.796875,0.0,0.0001
15,3.326171875,3.326171875,0.0,0.0001
16,3.353515625,3.353515625,0.0,0.0001
17,3.140625,3.140625,0.0,0.0001
18,3.076171875,3.076171875,0.0,0.0001
19,2.974609375,2.974609375,0.0,0.0001
20,2.513671875,2.513671875,0.0,0.0001
21,2.642578125,2.642578125,0.0,0.0001
22,2.9296875,2.9296875,0.0,0.0001
23,2.927734375,2.927734375,0.0,0.0001
24,3.376953125,3.376953125,0.0,0.0001
25,3.6875,3.6875,0.0,0.0001
26,3.419921875,3.419921875,0.0,0.0001
27,4.34375,4.34375,0.0,0.0001
28,3.814453125,3.814453125,0.0,0.0001
29,2.76171875,2.76171875,0.0,0.0001
30,3.603515625,3.603515625,0.0,0.0001
31,3.029296875,3.029296875,0.0,0.0001
32,3.771484375,3.771484375,0.0,0.0001
33,3.291015625,3.291015625,0.0,0.0001
34,2.7265625,2.7265625,0.0,0.0001
35,3.287109375,3.287109375,0.0,0.0001
36,3.408203125,3.408203125,0.0,0.0001
37,3.19140625,3.19140625,0.0,0.0001
38,2.869140625,2.869140625,0.0,0.0001
39,2.34375,2.34375,0.0,0.0001
40,2.779296875,2.779296875,0.0,0.0001
41,3.53125,3.53125,0.0,0.0001
42,2.5390625,2.5390625,0.0,0.0001
43,3.20703125,3.20703125,0.0,0.0001
44,2.62890625,2.62890625,0.0,0.0001
45,2.513671875,2.513671875,0.0,0.0001
46,2.490234375,2.490234375,0.0,0.0001
47,2.830078125,2.830078125,0.0,0.0001
48,3.517578125,3.517578125,0.0,0.0001
49,3.37109375,3.37109375,0.0,0.0001
50,2.642578125,2.642578125,0.0,0.0001
51,3.037109375,3.037109375,0.0,0.0001
52,3.171875,3.171875,0.0,0.0001
53,2.74609375,2.74609375,0.0,0.0001
54,2.7421875,2.7421875,0.0,0.0001
55,2.759765625,2.759765625,0.0,0.0001
56,3.650390625,3.650390625,0.0,0.0001
57,3.162109375,3.162109375,0.0,0.0001
58,3.064453125,3.064453125,0.0,0.0001
59,3.130859375,3.130859375,0.0,0.0001
60,2.99609375,2.99609375,0.0,0.0001
61,2.779296875,2.779296875,0.0,0.0001
62,2.841796875,2.841796875,0.0,0.0001
63,2.845703125,2.845703125,0.0,0.0001
64,2.63671875,2.63671875,0.0,0.0001
65,3.10546875,3.10546875,0.0,0.0001
66,2.41796875,2.41796875,0.0,0.0001
67,3.15234375,3.15234375,0.0,0.0001
68,2.66015625,2.66015625,0.0,0.0001
69,2.34765625,2.34765625,0.0,0.0001
70,2.607421875,2.607421875,0.0,0.0001
71,2.998046875,2.998046875,0.0,0.0001
72,2.609375,2.609375,0.0,0.0001
73,2.4765625,2.4765625,0.0,0.0001
74,2.349609375,2.349609375,0.0,0.0001
75,2.69921875,2.69921875,0.0,0.0001
76,2.919921875,2.919921875,0.0,0.0001
77,2.484375,2.484375,0.0,0.0001
78,2.73828125,2.73828125,0.0,0.0001
79,2.9296875,2.9296875,0.0,0.0001
80,2.80859375,2.80859375,0.0,0.0001
81,2.849609375,2.849609375,0.0,0.0001
82,2.69140625,2.69140625,0.0,0.0001
83,2.314453125,2.314453125,0.0,0.0001
84,2.595703125,2.595703125,0.0,0.0001
85,2.25,2.25,0.0,0.0001
86,2.978515625,2.978515625,0.0,0.0001
87,2.34765625,2.34765625,0.0,0.0001
88,2.41796875,2.41796875,0.0,0.0001
89,2.73828125,2.73828125,0.0,0.0001
90,2.466796875,2.466796875,0.0,0.0001
91,2.810546875,2.810546875,0.0,0.0001
92,2.337890625,2.337890625,0.0,0.0001
93,2.38671875,2.38671875,0.0,0.0001
94,2.9296875,2.9296875,0.0,0.0001
95,2.310546875,2.310546875,0.0,0.0001
96,2.59375,2.59375,0.0,0.0001
97,2.412109375,2.412109375,0.0,0.0001
98,2.439453125,2.439453125,0.0,0.0001
99,2.693359375,2.693359375,0.0,0.0001
100,2.5859375,2.5859375,0.0,0.0001
